id,start_date_local,type,icu_ignore_time,icu_pm_cp,icu_pm_w_prime,icu_pm_p_max,icu_pm_ftp,icu_pm_ftp_secs,icu_pm_ftp_watts,icu_ignore_power,icu_rolling_cp,icu_rolling_w_prime,icu_rolling_p_max,icu_rolling_ftp,icu_rolling_ftp_delta,icu_training_load,icu_atl,icu_ctl,ss_p_max,ss_w_prime,ss_cp,paired_event_id,icu_ftp,icu_joules,icu_recording_time,elapsed_time,icu_weighted_avg_watts,carbs_used,name,description,start_date,distance,icu_distance,moving_time,coasting_time,total_elevation_gain,total_elevation_loss,timezone,trainer,sub_type,commute,race,max_speed,average_speed,device_watts,has_heartrate,max_heartrate,average_heartrate,average_cadence,calories,average_temp,min_temp,max_temp,avg_lr_balance,gap,gap_model,use_elevation_correction,gear,perceived_exertion,device_name,power_meter,power_meter_serial,power_meter_battery,crank_length,external_id,file_sport_index,file_type,icu_athlete_id,created,icu_sync_date,analyzed,icu_w_prime,p_max,threshold_pace,icu_hr_zones,pace_zones,lthr,icu_resting_hr,icu_weight,icu_power_zones,icu_sweet_spot_min,icu_sweet_spot_max,icu_power_spike_threshold,trimp,icu_warmup_time,icu_cooldown_time,icu_chat_id,icu_ignore_hr,ignore_velocity,ignore_pace,ignore_parts,icu_training_load_data,interval_summary,skyline_chart_bytes,stream_types,has_weather,has_segments,power_field_names,power_field,icu_zone_times,icu_hr_zone_times,pace_zone_times,gap_zone_times,use_gap_zone_times,custom_zones,tiz_order,polarization_index,icu_achievements,icu_intervals_edited,lock_intervals,icu_lap_count,icu_joules_above_ftp,icu_max_wbal_depletion,icu_hrr,icu_sync_error,icu_color,icu_power_hr_z2,icu_power_hr_z2_mins,icu_cadence_z2,icu_rpe,feel,kg_lifted,decoupling,icu_median_time_delta,p30s_exponent,workout_shift_secs,strava_id,lengths,pool_length,compliance,coach_tick,source,oauth_client_id,oauth_client_name,average_altitude,min_altitude,max_altitude,power_load,hr_load,pace_load,hr_load_type,pace_load_type,tags,attachments,recording_stops,average_weather_temp,min_weather_temp,max_weather_temp,average_feels_like,min_feels_like,max_feels_like,average_wind_speed,average_wind_gust,prevailing_wind_deg,headwind_percent,tailwind_percent,average_clouds,max_rain,max_snow,carbs_ingested,route_id,pace,athlete_max_hr,group,icu_intensity,icu_efficiency_factor,icu_power_hr,session_rpe,average_stride,icu_average_watts,icu_variability_index,strain_score
i107237036,2025-11-16T08:03:24,Ride,False,271.0,23676.0,570,277.0,1500.0,287.0,False,,23323.344,699.65845,277,4,185,51.148647,46.313,4.4187517,28.47837,277.11276,,263,1380632,9357,9358,222,409,La unión- vereda el capiro,,2025-11-16T13:03:24Z,56938.44,56938.44,9342,2151,924.0,960.0,,,,False,False,14.526,6.09,True,,,,65.245255,1372,15.385727,11.0,22.0,53.209152,,NONE,False,"{'id': 'b11987797', 'name': None, 'distance': None, 'primary': None}",,WAHOO_FITNESS ELEMNT ACE,FAVERO_ELECTRONICS 12,3055820267,GOOD,,408996224,0,fit,2701597,2025-11-16T15:41:17.112+00:00,2025-11-17T17:25:19.627+00:00,2025-11-17T17:25:19.627+00:00,17940,,,"[116, 142, 161, 180, 186]",,172,55,87.0,"[56, 76, 91, 106, 121, 999]",0,0,,,300,300,,False,False,False,,,"['1x 22m19s 286w', '1x 66s 289w', '1x 53s 307w']",CAYSC+wTuwr2D0IKNecZGgc0bBptXnQ1IgcBBQEFBAUBKAE=,"['time', 'watts', 'cadence', 'distance', 'altitude', 'latlng', 'velocity_smooth', 'temp', 'left_right_balance', 'left_pedal_smoothness', 'right_pedal_smoothness', 'left_torque_effectiveness', 'right_torque_effectiveness', 'torque', 'RearGear', 'NormalisedPower']",False,True,['power'],power,"[{'id': 'Z1', 'secs': 5023}, {'id': 'Z2', 'secs': 1051}, {'id': 'Z3', 'secs': 480}, {'id': 'Z4', 'secs': 991}, {'id': 'Z5', 'secs': 1141}, {'id': 'Z6', 'secs': 656}]",,,,,,POWER_HR_PACE,1.9,"[{'id': 'ftp_up', 'type': 'FTP_UP', 'message': None, 'watts': 287, 'secs': 1500, 'value': None, 'distance': None, 'pace': None, 'point': {'start_index': 2418, 'end_index': 3918, 'secs': 1500, 'value': 287}}, {'id': 'ps0_1200', 'type': 'BEST_POWER', 'message': None, 'watts': 289, 'secs': 1200, 'value': None, 'distance': None, 'pace': None, 'point': {'start_index': 2718, 'end_index': 3918, 'secs': 1200, 'value': 289}}]",True,,1,121073,38149,,,,,,,,,,,1,,,16477097371,,,0.0,,WAHOO,,,2197.5337,2107.0,2526.6,185,,,,,,,,,,,,,,,,,,,,,,,,6.0948877,186,b32ff20c,84.410645,,,,2.802451,148,1.5,310.0099
i107034952,2025-11-15T06:52:53,VirtualRide,False,130.0,9892.0,140,132.0,1020.0,140.0,False,,23323.344,699.65845,273,0,9,30.593763,42.971306,0.0,0.0,14.342036,,263,154010,1104,1105,139,38,Indoor Cycling,,2025-11-15T11:52:53Z,10053.95,10053.95,1105,0,0.0,0.0,,True,,False,False,9.834,9.09,True,True,125.0,118.0,71.95294,154,,,,,,NONE,False,"{'id': 'b11987797', 'name': None, 'distance': None, 'primary': None}",,WAHOO_FITNESS WAHOO APP,,,,,408679957,0,fit,2701597,2025-11-15T12:11:33.608+00:00,2025-11-15T12:11:33.869+00:00,2025-11-15T12:11:33.869+00:00,17940,,,"[116, 142, 161, 180, 186]",,172,60,88.05,"[56, 76, 91, 106, 121, 999]",0,0,,13.130524,0,0,,False,False,False,,100.0,,CAYSAtIIGgE0IgEBKAE=,"['time', 'watts', 'cadence', 'heartrate', 'distance', 'altitude', 'velocity_smooth', 'torque', 'NormalisedPower']",False,True,['power'],power,"[{'id': 'Z1', 'secs': 1105}, {'id': 'Z2', 'secs': 0}, {'id': 'Z3', 'secs': 0}, {'id': 'Z4', 'secs': 0}, {'id': 'Z5', 'secs': 0}, {'id': 'Z6', 'secs': 0}]","[348, 758, 0, 0, 0]",,,,,POWER_HR_PACE,0.0,,,,1,0,0,,,,1.1659869,13.0,71.0,,,,1.9207723,1,,,16464228059,,,0.0,,WAHOO,,,300.0,300.0,300.0,9,6.0,,HRSS,,,,,,,,,,,,,,,,,,,,,9.098598,186,247119bd,52.85171,1.1779661,1.1864407,,3.793562,140,0.99285716,14.342036
i106878971,2025-11-14T06:13:48,VirtualRide,False,212.0,18017.0,422,216.0,2040.0,221.0,False,,23346.69,700.3588,273,0,61,33.90981,43.789852,0.5700695,2.7963917,64.53564,79852559.0,263,624275,2998,2999,225,155,12. Power Bookends,,2025-11-14T11:13:48Z,25611.84,25611.84,2995,0,0.0,0.0,,True,,False,False,11.055,8.536,True,True,170.0,151.0,78.31398,625,,,,,,NONE,False,"{'id': 'b11987797', 'name': None, 'distance': None, 'primary': None}",,WAHOO_FITNESS WAHOO APP,,,,,408473576,0,fit,2701597,2025-11-14T12:03:58.054+00:00,2025-11-14T12:09:57.199+00:00,2025-11-14T12:09:57.199+00:00,17940,,,"[116, 142, 161, 180, 186]",,172,66,87.15,"[56, 76, 91, 106, 121, 999]",0,0,,88.16653,300,300,,False,False,False,,100.0,"['2x 2m28s 267w', '2x 99s 263w']",CAYSDoEGkwFfY6QJlQFaYu0CGglHZT1kUGU8Y0QiCQIEAgQDBAIEAigB,"['time', 'watts', 'cadence', 'heartrate', 'distance', 'altitude', 'velocity_smooth', 'torque', 'NormalisedPower']",False,True,['power'],power,"[{'id': 'Z1', 'secs': 765}, {'id': 'Z2', 'secs': 683}, {'id': 'Z3', 'secs': 625}, {'id': 'Z4', 'secs': 582}, {'id': 'Z5', 'secs': 172}, {'id': 'Z6', 'secs': 168}]","[45, 625, 1705, 621, 0]",,,,,POWER_HR_PACE,1.13,,False,,1,25985,4943,,,,1.2150984,5.0,82.0,,,,2.1505868,1,,,16454611068,,,100.0,,WAHOO,,,300.0,300.0,300.0,61,54.0,,HRSS,,,,,,,,,,,,,,,,,,,,,8.551533,186,42054913,85.55133,1.4900662,1.3774835,,3.2758644,208,1.0817307,67.9021
i106529672,2025-11-12T06:21:06,VirtualRide,False,198.0,18613.0,276,203.0,1800.0,208.0,False,,23393.451,701.76166,274,0,46,34.31822,44.420303,0.0029423102,0.14921811,52.456978,78685400.0,263,529614,2699,2700,205,126,02. Get In the Zone,,2025-11-12T11:21:06Z,23450.55,23450.55,2700,0,0.0,0.0,,True,,False,False,9.718,8.682,True,True,166.0,146.0,75.74704,530,,,,,,NONE,False,"{'id': 'b11987797', 'name': None, 'distance': None, 'primary': None}",,WAHOO_FITNESS WAHOO APP,,,,,408044750,0,fit,2701597,2025-11-12T12:06:20.829+00:00,2025-11-13T22:56:58.616+00:00,2025-11-13T22:56:58.616+00:00,17940,,,"[116, 142, 161, 180, 186]",,172,55,87.65,"[56, 76, 91, 106, 121, 999]",0,0,,75.92743,300,300,,False,False,False,,100.0,['4x 85s 257w'],CAYSDs8GVakDVKoDVakDVPABGglHYUlhSWFJYTkiCQIEAgQCBAIEAigB,"['time', 'watts', 'cadence', 'heartrate', 'distance', 'altitude', 'velocity_smooth', 'torque', 'NormalisedPower']",False,True,['power'],power,"[{'id': 'Z1', 'secs': 347}, {'id': 'Z2', 'secs': 1379}, {'id': 'Z3', 'secs': 563}, {'id': 'Z4', 'secs': 411}, {'id': 'Z5', 'secs': 0}, {'id': 'Z6', 'secs': 0}]","[35, 770, 1738, 158, 0]",,,,,POWER_HR_PACE,0.0,,False,,1,1420,439,,,,1.3184048,7.0,76.0,,,,5.47978,1,,,16434506262,,,100.0,,WAHOO,,,300.0,300.0,300.0,46,43.0,,HRSS,,,,,,,,,,,,,,,,,,,,,8.6853895,186,0c4f848f,77.94677,1.4041096,1.3424658,,3.4398923,196,1.0459183,52.60914
i106357255,2025-11-11T06:20:39,VirtualRide,False,137.0,10421.0,170,139.0,2220.0,142.0,False,,23416.867,702.4641,274,0,22,32.524303,44.38224,0.0,0.0,34.887066,78685380.0,263,374277,2701,2702,141,108,AFLOJE Z1 60% Z2 40% 45 min,,2025-11-11T11:20:39Z,20157.75,20157.75,2702,0,0.0,0.0,,True,,False,False,7.939,7.458,True,True,128.0,114.0,74.57624,374,,,,,,NONE,False,"{'id': 'b11987797', 'name': None, 'distance': None, 'primary': None}",,WAHOO_FITNESS WAHOO APP,,,,,407808981,0,fit,2701597,2025-11-11T12:06:07.327+00:00,2025-11-11T12:06:07.555+00:00,2025-11-11T12:06:07.555+00:00,17940,,,"[116, 142, 161, 180, 186]",,172,53,87.0,"[56, 76, 91, 106, 121, 999]",0,0,,31.888393,300,300,,False,False,False,,100.0,,CAYSAo8VGgE0IgEBKAE=,"['time', 'watts', 'cadence', 'heartrate', 'distance', 'altitude', 'velocity_smooth', 'torque', 'NormalisedPower']",False,True,['power'],power,"[{'id': 'Z1', 'secs': 1792}, {'id': 'Z2', 'secs': 910}, {'id': 'Z3', 'secs': 0}, {'id': 'Z4', 'secs': 0}, {'id': 'Z5', 'secs': 0}, {'id': 'Z6', 'secs': 0}]","[1746, 957, 0, 0, 0]",,,,,POWER_HR_PACE,0.0,,,,1,0,0,,,,1.2509577,10.0,74.0,4.0,,,2.147189,1,,,16423574885,,,100.0,,WAHOO,,,300.0,300.0,300.0,22,19.0,,HRSS,,,,,,,,,,,,,,,,,,,,,7.460307,186,134fed56,53.612167,1.2368422,1.2192982,180.0,3.0010793,139,1.0143884,34.887066
i105408986,2025-11-05T06:14:23,VirtualRide,False,198.0,18613.0,277,203.0,1800.0,208.0,False,,23487.256,704.57574,275,0,46,69.739655,50.600685,0.0029605061,0.14900166,52.79643,78654098.0,263,533328,2727,2728,205,126,02. Get In the Zone,,2025-11-05T11:14:23Z,22742.7,22742.7,2728,0,0.0,0.0,,True,,False,False,9.539,8.42,True,True,155.0,137.0,71.20111,529,,,,,,NONE,False,"{'id': 'b11987797', 'name': None, 'distance': None, 'primary': None}",,WAHOO_FITNESS WAHOO APP,,,,,406427855,0,fit,2701597,2025-11-05T12:00:09.574+00:00,2025-11-05T12:00:09.884+00:00,2025-11-05T12:00:09.884+00:00,17940,,,"[116, 142, 161, 180, 186]",,172,57,87.6,"[56, 76, 91, 106, 121, 999]",0,0,,59.35903,300,300,,False,False,False,,100.0,['4x 85s 258w'],CAYSDtAGVKkDVaoDVakDVO8BGglHYUlhSWJJYjkiCQIEAgQCBAIEAigB,"['time', 'watts', 'cadence', 'heartrate', 'distance', 'altitude', 'velocity_smooth', 'torque', 'NormalisedPower']",False,True,['power'],power,"[{'id': 'Z1', 'secs': 379}, {'id': 'Z2', 'secs': 1375}, {'id': 'Z3', 'secs': 566}, {'id': 'Z4', 'secs': 408}, {'id': 'Z5', 'secs': 0}, {'id': 'Z6', 'secs': 0}]","[147, 1679, 903, 0, 0]",,,,,POWER_HR_PACE,0.0,,,,1,1418,444,,,,1.4326661,23.0,72.0,5.0,,,4.596298,1,,,16362257330,,,100.0,,WAHOO,,,300.0,300.0,300.0,46,30.0,,HRSS,,,,,,,,,,,,,,,,,,,,,8.336766,186,2a562b33,77.94677,1.4963504,1.4306569,227.0,3.5126276,196,1.0459183,52.94839
i105245868,2025-11-04T06:03:18,VirtualRide,False,137.0,10421.0,170,139.0,2220.0,142.0,False,,23487.256,704.57574,275,0,22,73.38524,50.71154,0.0,0.0,35.30053,78484169.0,263,374127,2698,2745,141,108,AFLOJE Z1 60% Z2 40% 45 min,,2025-11-04T11:03:18Z,24355.12,24355.12,2700,0,0.0,0.0,,True,,False,False,10.16,9.018,True,,,,76.64815,374,,,,,,NONE,False,"{'id': 'b11987797', 'name': None, 'distance': None, 'primary': None}",,WAHOO_FITNESS WAHOO APP,,,,,406184068,0,fit,2701597,2025-11-04T11:49:15.995+00:00,2025-11-04T16:25:06.397+00:00,2025-11-04T16:25:06.397+00:00,17940,,,"[116, 142, 161, 180, 186]",,172,53,87.9,"[56, 76, 91, 106, 121, 999]",0,0,,,300,300,,False,False,False,,,,CAYSAo0VGgE0IgEBKAE=,"['time', 'watts', 'cadence', 'distance', 'altitude', 'velocity_smooth', 'torque', 'NormalisedPower']",False,True,['power'],power,"[{'id': 'Z1', 'secs': 1787}, {'id': 'Z2', 'secs': 913}, {'id': 'Z3', 'secs': 0}, {'id': 'Z4', 'secs': 0}, {'id': 'Z5', 'secs': 0}, {'id': 'Z6', 'secs': 0}]",,,,,,POWER_HR_PACE,0.0,,True,,1,0,0,,,,,,,,,,,1,,,16350941924,,,100.0,,WAHOO,,,300.0,300.0,300.0,22,,,,,,,,,,,,,,,,,,,,,,,,9.020414,186,2ce09570,53.612167,,,,3.53058,139,1.0143884,35.30053
i105129420,2025-11-02T06:20:48,Ride,False,265.0,22541.0,493,271.0,1500.0,280.0,False,,23487.256,704.57574,275,0,366,93.75739,52.641926,3.0897298,31.195593,543.8579,,263,3099030,20718,25937,210,692,La Unión,,2025-11-02T11:20:48Z,121406.82,121406.82,20638,4536,2476.0,2458.0,,,,False,False,15.685,5.901,True,True,182.0,140.0,68.70346,3111,21.624763,14.0,33.0,51.9621,,NONE,False,"{'id': 'b11987797', 'name': None, 'distance': None, 'primary': None}",,WAHOO_FITNESS ELEMNT ACE,FAVERO_ELECTRONICS 12,3055820267,GOOD,,406002804,0,fit,2701597,2025-11-03T15:25:44.096+00:00,2025-11-03T15:36:33.517+00:00,2025-11-03T15:36:33.517+00:00,17940,,,"[116, 142, 161, 180, 186]",,172,79,87.0,"[56, 76, 91, 106, 121, 999]",0,0,,374.98352,300,300,,False,False,False,,100.0,"['7x 96s 273w', '2x 78s 289w', '11x 49s 296w', '4x 2m26s 267w', '1x 3m16s 282w', '1x 44m19s 100w', '1x 4m21s 265w', '1x 5m19s 222w', '1x 2m1s 250w']",CAYST5QVXpQBa6MEZ0BMhAEtMiZXXEaQARE4UJQBM3DEAUc2EzJPRZEBMTcjVgSRAZYBwAy/AYUCE2PYBTaSCb8CiSV5igIq/gVagwgu0QQrqhEaOSdeSmdVZFpxXHVXcVxvX2VGa19hbWRraGpYdGppa2B4anhuYmUmOGRUZk9xJVQxXyFrSl1GdiJqGSI5AQQCBAMEAwUEBQMFBAUEBAIFBAQFBAUEBQMFBQQFBAUFBQUEBAECBAMEAwUBAwEEAQUCBAIFAQUBKAE=,"['time', 'watts', 'cadence', 'heartrate', 'distance', 'altitude', 'latlng', 'velocity_smooth', 'temp', 'left_right_balance', 'left_pedal_smoothness', 'right_pedal_smoothness', 'left_torque_effectiveness', 'right_torque_effectiveness', 'torque', 'RearGear', 'NormalisedPower']",False,True,['power'],power,"[{'id': 'Z1', 'secs': 8999}, {'id': 'Z2', 'secs': 2590}, {'id': 'Z3', 'secs': 3875}, {'id': 'Z4', 'secs': 3164}, {'id': 'Z5', 'secs': 1498}, {'id': 'Z6', 'secs': 512}]","[4223, 5810, 5880, 4645, 70]",,,,,POWER_HR_PACE,1.21,[],True,,1,107249,35326,"{'start_index': 6315, 'end_index': 6372, 'start_time': 7301, 'end_time': 7361, 'start_bpm': 180, 'end_bpm': 148, 'average_watts': None, 'hrr': 32}",,,1.0481362,17.0,59.0,,,,21.223568,1,,,16342217294,,,0.0,,WAHOO,,,2085.016,1482.2,2524.6,366,294.0,,HRSS,,,,,,,,,,,,,,,,,,,,,5.8826833,186,89e7f804,79.84791,1.5,1.0714285,,2.568728,150,1.4,578.14325
i104783494,2025-11-01T06:06:02,Ride,False,251.0,20958.0,544,256.0,660.0,283.0,False,,23487.256,704.57574,275,0,119,51.950455,45.091488,2.1046987,13.954231,123.391075,78144855.0,263,907567,5003,5004,244,267,08. Build and Release,,2025-11-01T11:06:02Z,35531.48,35531.48,4997,893,693.0,665.0,,,,False,False,17.251,7.099,True,True,176.0,141.0,68.67024,905,14.078137,12.0,17.0,53.367466,,NONE,False,"{'id': 'b11987797', 'name': None, 'distance': None, 'primary': None}",,WAHOO_FITNESS ELEMNT ACE,FAVERO_ELECTRONICS 12,3055820267,GOOD,,405497506,0,fit,2701597,2025-11-01T13:34:37.680+00:00,2025-11-01T13:34:37.921+00:00,2025-11-01T13:34:37.921+00:00,17940,,,"[116, 142, 161, 180, 186]",,172,63,87.0,"[56, 76, 91, 106, 121, 999]",0,0,,114.21091,300,300,,False,False,False,,100.0,"['6x 31s 337w', '5x 57s 303w', '1x 92s 281w', '1x 98s 330w', '6x 43s 324w', '1x 2m52s 278w', '1x 2m16s 275w', '1x 1m50s 297w']",CAYSObgBGyxAWVwCHSM0AWK7ASP5ASoHLPEBOIgBIDYriQIfnwGsARuIASwsBy5tOwUgxAc0RyiIAm6NBBoyPXMwdT9qb3hdcXN9NXlfdGuGASJ6QYABMIABUJMBPGlCaHRvYntlb3aIASBvYH4QcCMiLQIFAQUCBQUFBAUFBgEGBAUFBgEGAgYBBgMGAgQCBAUFBAYEBQUGAQUEBgEFASgB,"['time', 'watts', 'cadence', 'heartrate', 'distance', 'altitude', 'latlng', 'velocity_smooth', 'temp', 'left_right_balance', 'left_pedal_smoothness', 'right_pedal_smoothness', 'left_torque_effectiveness', 'right_torque_effectiveness', 'torque', 'RearGear', 'NormalisedPower']",False,True,['power'],power,"[{'id': 'Z1', 'secs': 1925}, {'id': 'Z2', 'secs': 514}, {'id': 'Z3', 'secs': 482}, {'id': 'Z4', 'secs': 642}, {'id': 'Z5', 'secs': 838}, {'id': 'Z6', 'secs': 596}]","[705, 1723, 1944, 625, 0]",,,,,POWER_HR_PACE,1.79,,,,1,88376,20227,"{'start_index': 3003, 'end_index': 3063, 'start_time': 3003, 'end_time': 3063, 'start_bpm': 172, 'end_bpm': 128, 'average_watts': None, 'hrr': 44}",,,0.91342384,7.0,61.0,,,,29.72404,1,,,16321433576,,,224.5283,,WAHOO,,,1784.2527,1596.0,2032.6,119,70.0,,HRSS,,,,,,,,,,,,,,,,,,,,,7.1105623,186,cf1f34cf,92.775665,1.7304964,1.283688,,3.1063945,181,1.3480663,139.45001
i104783828,2025-11-01T05:59:13,VirtualRide,False,77.0,5886.0,301,78.0,180.0,104.0,False,,23487.256,704.57574,275,0,3,51.950455,45.091488,0.001880767,0.041623484,2.0737445,,263,21494,370,371,142,282,Indoor Cycling,,2025-11-01T10:59:13Z,1602.63,1602.63,358,189,,,,True,,False,False,7.462,4.308,True,True,122.0,89.0,44.48416,21,18.148249,17.0,20.0,61.684784,,NONE,False,"{'id': 'b11987797', 'name': None, 'distance': None, 'primary': None}",,WAHOO_FITNESS ELEMNT ACE,FAVERO_ELECTRONICS 12,3055820267,GOOD,,405497895,0,fit,2701597,2025-11-01T13:35:44.877+00:00,2025-11-01T13:35:45.004+00:00,2025-11-01T13:35:45.004+00:00,17940,,,"[116, 142, 161, 180, 186]",,172,63,87.0,"[56, 76, 91, 106, 121, 999]",0,0,,1.2112674,0,0,,False,False,False,,100.0,,CAYSAvQCGgEVIgEBKAE=,"['time', 'watts', 'cadence', 'heartrate', 'distance', 'velocity_smooth', 'temp', 'left_right_balance', 'left_pedal_smoothness', 'right_pedal_smoothness', 'left_torque_effectiveness', 'right_torque_effectiveness', 'torque', 'RearGear', 'NormalisedPower']",False,True,['power'],power,"[{'id': 'Z1', 'secs': 289}, {'id': 'Z2', 'secs': 24}, {'id': 'Z3', 'secs': 24}, {'id': 'Z4', 'secs': 9}, {'id': 'Z5', 'secs': 12}, {'id': 'Z6', 'secs': 0}]","[300, 59, 0, 0, 0]",,,,,POWER_HR_PACE,1.5,,,,1,399,399,,,,,,,,,,-467.0329,1,,,16321443969,,,0.0,,WAHOO,,,,,,3,1.0,,HRSS,,,,,,,,,,,,,,,,,,,,,4.47662,186,d6da2666,53.992397,1.5955056,0.6516854,,3.0190208,58,2.4482758,2.117249
i104609304,2025-10-31T06:17:26,VirtualRide,False,217.0,18505.0,264,222.0,1980.0,226.0,False,,23487.256,704.57574,275,0,52,41.1933,43.238358,8.0467174e-07,0.0005278647,56.530025,77844611.0,263,561811,2788,2789,216,123,MyWhoosh - 05. Endurance Ascent,,2025-10-31T11:17:26Z,24665.52,24665.52,2789,82,28.000002,27.2,,True,,False,False,11.202,8.841,True,True,164.0,145.0,78.63181,561,,,,,,NONE,False,"{'id': 'b11987797', 'name': None, 'distance': None, 'primary': None}",,MYWHOOSH 3570,,,,,MyNewActivity-5.4.0.fit,0,fit,2701597,2025-10-31T12:03:57.534+00:00,2025-10-31T12:11:06.427+00:00,2025-10-31T12:11:06.427+00:00,17940,,,"[116, 142, 161, 180, 186]",,172,59,86.5,"[56, 76, 91, 106, 121, 999]",0,0,,73.93042,300,300,,False,False,False,,100.0,['2x 14m59s 235w'],CAYSCqgDgQe1AYQHhAMaBTtZMlkvIgUCAwEDASgB,"['time', 'watts', 'cadence', 'heartrate', 'distance', 'altitude', 'latlng', 'velocity_smooth', 'torque', 'NormalisedPower']",False,True,['power'],power,"[{'id': 'Z1', 'secs': 486}, {'id': 'Z2', 'secs': 506}, {'id': 'Z3', 'secs': 1380}, {'id': 'Z4', 'secs': 418}, {'id': 'Z5', 'secs': 0}, {'id': 'Z6', 'secs': 0}]","[147, 758, 1816, 69, 0]",,,,,POWER_HR_PACE,0.0,,True,,7,5,5,,,,1.2302715,6.0,78.0,,,,6.549812,1,,,16311071464,,,101.960785,,OAUTH_CLIENT,60.0,MyWhoosh,0.6417204,-0.2,3.2,52,42.0,,HRSS,,,,,,,,,,,,,,,,,,,,,8.843858,186,52477dcb,82.12928,1.4896551,1.3931035,,3.3741527,202,1.069307,56.530552
i104446720,2025-10-30T06:04:30,VirtualRide,False,219.0,18656.0,345,224.0,1260.0,233.0,False,,23510.766,705.281,275,0,56,39.533768,43.027245,0.16128342,1.5795215,58.436485,77919371.0,263,573957,2728,2729,227,127,MyWhoosh - 07. Hustle and Flow,,2025-10-30T11:04:30Z,24461.79,24461.79,2729,7,31.0,32.2,,True,,False,False,11.604,8.96,True,True,172.0,147.0,81.237366,573,,,,,,NONE,False,"{'id': 'b11987797', 'name': None, 'distance': None, 'primary': None}",,MYWHOOSH 3570,,,,,MyNewActivity-5.4.0.fit,0,fit,2701597,2025-10-30T11:50:31.383+00:00,2025-10-30T11:50:31.568+00:00,2025-10-30T11:50:31.568+00:00,17940,,,"[116, 142, 161, 180, 186]",,172,54,87.0,"[56, 76, 91, 106, 121, 999]",0,0,,79.32741,300,300,,False,False,False,,100.0,"['4x 29s 340w', '3x 2m57s 211w', '3x 4m12s 245w', '1x 59s 290w']",CAYSHpgFHgSxAYoCmQEdBLEB9QEXO5kBHASyAfYBUhy0ARoYRYEBVFBdM4EBV1BdYG4zgQFUUF1qgAExIhQCBgMDBAEGAwMEBAUBBgMDBAUGASgB,"['time', 'watts', 'cadence', 'heartrate', 'distance', 'altitude', 'latlng', 'velocity_smooth', 'torque', 'NormalisedPower']",False,True,['power'],power,"[{'id': 'Z1', 'secs': 767}, {'id': 'Z2', 'secs': 154}, {'id': 'Z3', 'secs': 625}, {'id': 'Z4', 'secs': 879}, {'id': 'Z5', 'secs': 204}, {'id': 'Z6', 'secs': 101}]","[35, 863, 1641, 191, 0]",,,,,POWER_HR_PACE,0.84,,,,32,14694,5308,"{'start_index': 2560, 'end_index': 2620, 'start_time': 2560, 'end_time': 2620, 'start_bpm': 172, 'end_bpm': 146, 'average_watts': None, 'hrr': 26}",,,1.1246042,8.0,83.0,,,,-0.82695454,1,,,16301340872,,,100.0,,OAUTH_CLIENT,60.0,MyWhoosh,-0.6921612,-7.0,6.8,56,43.0,,HRSS,,,,,,,,,,,,,,,,,,,,,8.963646,186,83275fc1,86.31179,1.5442177,1.4285715,,3.3101685,210,1.0809524,60.177288
i104379435,2025-10-29T17:37:51,VirtualRide,False,,,100,,,,False,,23534.299,705.987,275,0,0,37.00513,42.714664,0.0,0.0,0.52803296,,263,5923,63,64,79,18,Indoor Cycling,,2025-10-29T22:37:51Z,407.79,407.79,64,0,0.0,0.0,,True,,False,False,6.667,6.226,True,,,,81.765625,6,,,,,,NONE,False,"{'id': 'b11987797', 'name': None, 'distance': None, 'primary': None}",,WAHOO_FITNESS WAHOO APP,,,,,404969083,0,fit,2701597,2025-10-29T22:39:07.656+00:00,2025-10-29T22:39:08.023+00:00,2025-10-29T22:39:08.023+00:00,17940,,,"[116, 142, 161, 180, 186]",,172,59,86.95,"[56, 76, 91, 106, 121, 999]",0,0,,,0,0,,False,False,False,,,,CAYSAUEaASIiAQEoAQ==,"['time', 'watts', 'cadence', 'distance', 'altitude', 'velocity_smooth', 'torque', 'NormalisedPower']",False,True,['power'],power,"[{'id': 'Z1', 'secs': 64}, {'id': 'Z2', 'secs': 0}, {'id': 'Z3', 'secs': 0}, {'id': 'Z4', 'secs': 0}, {'id': 'Z5', 'secs': 0}, {'id': 'Z6', 'secs': 0}]",,,,,,POWER_HR_PACE,0.0,,,,1,0,0,,,,,,,,,,,1,,,16297024555,,,0.0,,WAHOO,,,300.0,300.0,300.0,0,,,,,,,,,,,,,,,,,,,,,,,,6.371719,186,f80b925f,30.038023,,,,2.3377986,94,0.84042555,0.52803296
