id,start_date_local,type,icu_ignore_time,icu_pm_cp,icu_pm_w_prime,icu_pm_p_max,icu_pm_ftp,icu_pm_ftp_secs,icu_pm_ftp_watts,icu_ignore_power,icu_rolling_cp,icu_rolling_w_prime,icu_rolling_p_max,icu_rolling_ftp,icu_rolling_ftp_delta,icu_training_load,icu_atl,icu_ctl,ss_p_max,ss_w_prime,ss_cp,paired_event_id,icu_ftp,icu_joules,icu_recording_time,elapsed_time,icu_weighted_avg_watts,carbs_used,name,description,start_date,distance,icu_distance,moving_time,coasting_time,total_elevation_gain,total_elevation_loss,timezone,trainer,sub_type,commute,race,max_speed,average_speed,device_watts,has_heartrate,max_heartrate,average_heartrate,average_cadence,calories,average_temp,min_temp,max_temp,avg_lr_balance,gap,gap_model,use_elevation_correction,gear,perceived_exertion,device_name,power_meter,power_meter_serial,power_meter_battery,crank_length,external_id,file_sport_index,file_type,icu_athlete_id,created,icu_sync_date,analyzed,icu_w_prime,p_max,threshold_pace,icu_hr_zones,pace_zones,lthr,icu_resting_hr,icu_weight,icu_power_zones,icu_sweet_spot_min,icu_sweet_spot_max,icu_power_spike_threshold,trimp,icu_warmup_time,icu_cooldown_time,icu_chat_id,icu_ignore_hr,ignore_velocity,ignore_pace,ignore_parts,icu_training_load_data,interval_summary,skyline_chart_bytes,stream_types,has_weather,has_segments,power_field_names,power_field,icu_zone_times,icu_hr_zone_times,pace_zone_times,gap_zone_times,use_gap_zone_times,custom_zones,tiz_order,polarization_index,icu_achievements,icu_intervals_edited,lock_intervals,icu_lap_count,icu_joules_above_ftp,icu_max_wbal_depletion,icu_hrr,icu_sync_error,icu_color,icu_power_hr_z2,icu_power_hr_z2_mins,icu_cadence_z2,icu_rpe,feel,kg_lifted,decoupling,icu_median_time_delta,p30s_exponent,workout_shift_secs,strava_id,lengths,pool_length,compliance,coach_tick,source,oauth_client_id,oauth_client_name,average_altitude,min_altitude,max_altitude,power_load,hr_load,pace_load,hr_load_type,pace_load_type,tags,attachments,recording_stops,average_weather_temp,min_weather_temp,max_weather_temp,average_feels_like,min_feels_like,max_feels_like,average_wind_speed,average_wind_gust,prevailing_wind_deg,headwind_percent,tailwind_percent,average_clouds,max_rain,max_snow,carbs_ingested,route_id,pace,athlete_max_hr,group,icu_intensity,icu_efficiency_factor,icu_power_hr,session_rpe,average_stride,icu_average_watts,icu_variability_index,strain_score
i104288072,2025-10-29T06:06:42,VirtualRide,False,210.0,17807.0,330,214.0,480.0,247.0,False,,23534.299,705.987,275,0,55,37.00513,42.714664,0.035367813,0.4571427,60.50429,77845253.0,263,607721,3060,3061,211,141,Sepp Kuss: Cadence Efforts,,2025-10-29T11:06:42Z,29324.89,29324.89,3061,0,0.0,0.0,,True,,False,False,11.374,9.576,True,True,160.0,140.0,81.73995,608,,,,,,NONE,False,"{'id': 'b11987797', 'name': None, 'distance': None, 'primary': None}",,WAHOO_FITNESS WAHOO APP,,,,,404838490,0,fit,2701597,2025-10-29T11:57:57.933+00:00,2025-10-29T11:57:58.110+00:00,2025-10-29T11:57:58.110+00:00,17940,,,"[116, 142, 161, 180, 186]",,172,59,86.95,"[56, 76, 91, 106, 121, 999]",0,0,,70.85916,300,300,,False,False,False,,100.0,"['4x 3m52s 223w', '1x 2m36s 262w', '1x 60s 301w', '1x 5m59s 209w']",CAYSGZsF7gGcARY8eNoBygHoAcAB7gGzAecCswEaDj5UY2RyN1RHVEZURU85Ig4CAwQEBQEDAgMCAwIDAigB,"['time', 'watts', 'cadence', 'heartrate', 'distance', 'altitude', 'velocity_smooth', 'torque', 'NormalisedPower']",False,True,['power'],power,"[{'id': 'Z1', 'secs': 840}, {'id': 'Z2', 'secs': 415}, {'id': 'Z3', 'secs': 1334}, {'id': 'Z4', 'secs': 380}, {'id': 'Z5', 'secs': 77}, {'id': 'Z6', 'secs': 15}]","[192, 1266, 1604, 0, 0]",,,,,POWER_HR_PACE,0.34,,,,1,4358,2820,,,,1.376394,16.0,81.0,5.0,,,10.481528,1,,,16291386121,,,101.85185,,WAHOO,,,300.0,300.0,300.0,55,40.0,,HRSS,,,,,,,,,,,,,,,,,,,,,9.580167,186,19b7ed59,80.228134,1.5071429,1.4214286,255.0,3.5160894,199,1.0603015,60.9968
i104133833,2025-10-28T06:12:19,VirtualRide,False,137.0,10421.0,255,139.0,2160.0,142.0,False,,23557.855,706.69366,276,0,22,34.24175,42.418648,0.0,0.0,37.458477,77662519.0,263,388686,2784,2866,141,109,AFLOJE Z1 60% Z2 40% 45 min,,2025-10-28T11:12:19Z,25167.06,25167.06,2787,0,,,,True,,False,False,9.942,9.03,True,True,133.0,118.0,74.81988,389,18.020826,18.0,19.0,,,NONE,False,"{'id': 'b11987797', 'name': None, 'distance': None, 'primary': None}",,WAHOO_FITNESS ELEMNT ACE,,,,,404615232,0,fit,2701597,2025-10-28T12:00:32.741+00:00,2025-10-28T22:24:48.154+00:00,2025-10-28T22:24:48.154+00:00,17940,,,"[116, 142, 161, 180, 186]",,172,54,87.0,"[56, 76, 91, 106, 121, 999]",0,0,,36.564564,300,300,,False,False,False,,100.0,,CAYSAuMVGgE0IgEBKAE=,"['time', 'watts', 'cadence', 'heartrate', 'distance', 'velocity_smooth', 'temp', 'torque', 'NormalisedPower']",False,True,['power'],power,"[{'id': 'Z1', 'secs': 1809}, {'id': 'Z2', 'secs': 973}, {'id': 'Z3', 'secs': 5}, {'id': 'Z4', 'secs': 0}, {'id': 'Z5', 'secs': 0}, {'id': 'Z6', 'secs': 0}]","[1194, 1593, 0, 0, 0]",,,,,POWER_HR_PACE,0.0,,False,,1,0,0,,,,1.176486,22.0,74.0,,,,5.332214,1,,,16280723450,,,100.0,,WAHOO,,,,,,22,19.0,,HRSS,,,,,,,,,,,,,,,,,,,,,9.030162,186,65f19419,53.612167,1.1949153,1.1864407,,3.6207604,140,1.0071429,37.458477
i103694025,2025-10-25T06:25:39,VirtualRide,False,214.0,18213.0,343,219.0,1860.0,224.0,False,,23628.672,708.818,276,0,55,48.067528,45.003437,0.31642067,2.49451,58.021057,77406373.0,263,568586,3082,3083,216,150,Indoor Cycling,,2025-10-25T11:25:39Z,24837.93,24837.93,2940,144,,,,True,,False,False,10.54,8.054,True,True,166.0,138.0,76.88826,585,16.251379,15.0,18.0,,,NONE,False,"{'id': 'b11987797', 'name': None, 'distance': None, 'primary': None}",,WAHOO_FITNESS ELEMNT ACE,,,,,403938649,0,fit,2701597,2025-10-25T12:17:20.145+00:00,2025-10-25T12:38:33.571+00:00,2025-10-25T12:38:33.571+00:00,17940,,,"[116, 142, 161, 180, 186]",,172,59,86.0,"[56, 76, 91, 106, 121, 999]",0,0,,64.40071,300,300,,False,False,False,,100.0,['3x 98s 262w'],CAYSC/MIYcgEZcIEYegDGgc1Y1BjUGM/IgcBBAMEAwQCKAE=,"['time', 'watts', 'cadence', 'heartrate', 'distance', 'velocity_smooth', 'temp', 'torque', 'NormalisedPower']",False,True,['power'],power,"[{'id': 'Z1', 'secs': 514}, {'id': 'Z2', 'secs': 1207}, {'id': 'Z3', 'secs': 518}, {'id': 'Z4', 'secs': 400}, {'id': 'Z5', 'secs': 58}, {'id': 'Z6', 'secs': 243}]","[330, 1081, 1550, 67, 0]",,,,,POWER_HR_PACE,1.28,,False,,1,22314,5467,,,,1.3948988,12.0,77.0,,,,0.9165446,1,,,16250847387,,,93.22034,,WAHOO,,,,,,55,40.0,,HRSS,,,,,,,,,,,,,,,,,,,,,8.448276,186,e7f42d47,82.12928,1.5652174,1.3333334,,3.2963192,184,1.173913,60.83199
i103530255,2025-10-24T06:08:34,VirtualRide,False,194.0,18936.0,290,199.0,1140.0,210.0,False,,23628.672,708.818,276,0,54,47.00294,44.76257,0.0061343843,0.15507105,61.652924,77133128.0,263,624381,3301,3302,201,154,The Kitchen Sink,,2025-10-24T11:08:34Z,24448.65,24448.65,3302,0,0.0,0.0,,True,,False,False,8.545,7.402,True,True,166.0,144.0,78.10358,624,,,,,,NONE,False,"{'id': 'b11987797', 'name': None, 'distance': None, 'primary': None}",,WAHOO_FITNESS WAHOO APP,,,,,403727113,0,fit,2701597,2025-10-24T12:03:56.422+00:00,2025-10-24T12:55:10.653+00:00,2025-10-24T12:55:10.653+00:00,17940,,,"[116, 142, 161, 180, 186]",,172,54,86.05,"[56, 76, 91, 106, 121, 999]",0,0,,88.9212,300,300,,False,False,False,,100.0,"['1x 74s 131w', '1x 53m49s 190w']",CAYSA0qdGRoCMUgiAgECKAE=,"['time', 'watts', 'cadence', 'heartrate', 'distance', 'altitude', 'velocity_smooth', 'torque', 'NormalisedPower']",False,True,['power'],power,"[{'id': 'Z1', 'secs': 967}, {'id': 'Z2', 'secs': 937}, {'id': 'Z3', 'secs': 1158}, {'id': 'Z4', 'secs': 190}, {'id': 'Z5', 'secs': 50}, {'id': 'Z6', 'secs': 0}]","[103, 1149, 1973, 78, 0]",,,,,POWER_HR_PACE,0.33,,False,,2,1482,974,,,,1.2530587,14.0,79.0,4.0,,,2.730625,1,,,16240957442,,,100.0,,WAHOO,,,300.0,300.0,300.0,54,49.0,,HRSS,,,,,,,,,,,,,,,,,,,,,7.4041944,186,b398da0a,76.42586,1.3958334,1.3125,220.0,2.8439908,189,1.0634921,61.81413
i103620345,2025-10-24T06:02:18,Ride,False,,,131,,,,False,,23628.672,708.818,276,0,0,47.00294,44.76257,0.0,0.0,0.1554778,,263,1690,84,85,40,218,Cycling,,2025-10-24T11:02:18Z,260.91,260.91,77,62,0.0,0.0,,,,False,False,4.33,3.034,True,,,,27.764706,2,18.0,18.0,18.0,,,NONE,False,"{'id': 'b11987797', 'name': None, 'distance': None, 'primary': None}",,WAHOO_FITNESS ELEMNT ACE,,,,,403834908,0,fit,2701597,2025-10-24T22:32:09.611+00:00,2025-10-24T22:32:10.084+00:00,2025-10-24T22:32:10.084+00:00,17940,,,"[116, 142, 161, 180, 186]",,172,54,86.05,"[56, 76, 91, 106, 121, 999]",0,0,,,0,0,,False,False,False,,,,CAYSAVYaAQciAQEoAQ==,"['time', 'watts', 'cadence', 'distance', 'altitude', 'latlng', 'velocity_smooth', 'temp', 'torque', 'NormalisedPower']",False,True,['power'],power,"[{'id': 'Z1', 'secs': 77}, {'id': 'Z2', 'secs': 0}, {'id': 'Z3', 'secs': 0}, {'id': 'Z4', 'secs': 0}, {'id': 'Z5', 'secs': 0}, {'id': 'Z6', 'secs': 0}]",,,,,,POWER_HR_PACE,0.0,,,,1,0,0,,,,,,,,,,,1,,,16245647758,,,0.0,,WAHOO,,,1639.4,1639.4,1639.4,0,,,,,,,,,,,,,,,,,,,,,,,,3.3884416,186,0914b52b,15.2091255,,,,3.6612396,20,2.0,0.1554778
i103192470,2025-10-22T06:17:59,Ride,False,218.0,18563.0,343,223.0,1260.0,232.0,False,,23628.672,708.818,276,0,55,52.981438,45.61319,0.1489248,1.5153288,57.755787,76407226.0,263,568369,2713,2714,226,137,07. Hustle and Flow,,2025-10-22T11:17:59Z,25589.34,25589.34,2699,0,0.0,0.0,,,,False,False,10.815,9.446,True,True,172.0,144.0,77.201706,568,17.212255,16.0,18.0,,,NONE,False,"{'id': 'b11987797', 'name': None, 'distance': None, 'primary': None}",,WAHOO_FITNESS ELEMNT ACE,,,,,403318220,0,fit,2701597,2025-10-22T12:03:26.247+00:00,2025-10-22T16:10:26.362+00:00,2025-10-22T16:10:26.362+00:00,17940,,,"[116, 142, 161, 180, 186]",,172,52,86.55,"[56, 76, 91, 106, 121, 999]",0,0,,73.85935,300,300,,False,False,False,,100.0,"['4x 29s 338w', '3x 2m57s 210w', '3x 4m12s 244w', '1x 60s 288w']",CAYSHpkFHgSxAYsCmQEdBLEB9QEWPJkBHQSxAfUBUx2dARoYRIABUk9cMoABVU9cX20ygAFST1xpgAE0IhQCBgMDBAEGAwMEBAUBBgMDBAQGASgB,"['time', 'watts', 'cadence', 'heartrate', 'distance', 'altitude', 'latlng', 'velocity_smooth', 'temp', 'torque', 'NormalisedPower']",False,True,['power'],power,"[{'id': 'Z1', 'secs': 748}, {'id': 'Z2', 'secs': 145}, {'id': 'Z3', 'secs': 1052}, {'id': 'Z4', 'secs': 448}, {'id': 'Z5', 'secs': 200}, {'id': 'Z6', 'secs': 106}]","[106, 946, 1530, 127, 0]",,,,,POWER_HR_PACE,0.83,,False,,1,14125,5195,"{'start_index': 2556, 'end_index': 2616, 'start_time': 2561, 'end_time': 2621, 'start_bpm': 172, 'end_bpm': 147, 'average_watts': None, 'hrr': 25}",,,1.302637,10.0,78.0,,,,1.203963,1,,,16221099904,,,98.21429,,WAHOO,,,1635.3093,1633.4,1638.0,55,40.0,,HRSS,,,,,,,,,,,,,,,,,,,,,9.481045,186,e0f55e69,85.93156,1.5694444,1.4513888,,3.6842625,209,1.0813397,59.42004
i103004192,2025-10-21T06:14:57,VirtualRide,False,138.0,10495.0,172,140.0,2220.0,143.0,False,,23628.672,708.818,276,0,22,52.671455,45.387012,0.0,0.0,35.318424,76985196.0,263,378581,2750,2751,141,110,MyWhoosh - AFLOJE Z1 60% Z2 40% 45 min,,2025-10-21T11:14:57Z,20888.34,20888.34,2751,29,19.6,17.2,,True,,False,False,8.906,7.59,True,True,139.0,123.0,79.34499,378,,,,,,NONE,False,"{'id': 'b11987797', 'name': None, 'distance': None, 'primary': None}",,GARMIN EDGE_1030_PLUS,,,,,MyNewActivity-5.3.1.fit,0,fit,2701597,2025-10-21T12:00:55.281+00:00,2025-10-22T19:33:08.303+00:00,2025-10-22T19:33:08.303+00:00,17940,,,"[116, 142, 161, 180, 186]",,172,53,87.2,"[56, 76, 91, 106, 121, 999]",0,0,,42.425964,300,300,,False,False,False,,100.0,"['1x 31s 72w', '1x 30s 91w', '2x 40s 95w', '1x 40s 84w', '1x 40s 119w', '2x 40s 151w', '7x 3m 138w', '7x 2m 149w', '1x 5m 135w']",CAYSIB8eKCgoKCgotAF4tAF4tAF4tAF4tAF4tAF4tAF4rAIzGhgbIiMkHy02PDQ4NDg0ODQ4NDg0ODQ4MyoiGAEBAQEBAQECAQIBAgECAQIBAgECAQIBASgB,"['time', 'watts', 'cadence', 'heartrate', 'distance', 'altitude', 'latlng', 'velocity_smooth', 'torque', 'NormalisedPower']",False,True,['power'],power,"[{'id': 'Z1', 'secs': 1837}, {'id': 'Z2', 'secs': 915}, {'id': 'Z3', 'secs': 0}, {'id': 'Z4', 'secs': 0}, {'id': 'Z5', 'secs': 0}, {'id': 'Z6', 'secs': 0}]","[156, 2585, 0, 0, 0]",,,,,POWER_HR_PACE,0.0,,False,,23,0,0,,,,1.1613133,33.0,79.0,,,,1.8535633,1,,,16210316289,,,100.0,,OAUTH_CLIENT,60.0,MyWhoosh,0.2965843,-3.4,4.2,22,22.0,,HRSS,,,,,,,,,,,,,,,,,,,,,7.592999,186,df2f4ace,53.612167,1.1463414,1.1219512,,2.8708801,138,1.0217391,35.318424
i102760879,2025-10-19T06:20:54,Ride,False,230.0,19836.0,665,235.0,270.0,295.0,False,,23628.672,708.818,276,0,217,66.19331,47.057716,0.9264286,3.5627842,224.23764,,263,2314236,19148,22353,168,575,Cycling,,2025-10-19T11:20:54Z,102217.12,102217.12,19114,3653,1710.0,1613.0,,,,False,False,17.641,5.351,True,True,178.0,124.0,56.51404,2308,18.614567,12.0,33.0,52.515594,,NONE,False,"{'id': 'b11987797', 'name': None, 'distance': None, 'primary': None}",,WAHOO_FITNESS ELEMNT ACE,FAVERO_ELECTRONICS 12,3055820267,GOOD,,402789437,0,fit,2701597,2025-10-19T19:47:13.848+00:00,2025-10-19T19:47:14.400+00:00,2025-10-19T19:47:14.400+00:00,17940,,,"[116, 142, 161, 180, 186]",,172,59,87.0,"[56, 76, 91, 106, 121, 999]",0,0,,278.77975,300,300,,False,False,False,,100.0,"['1x 1m47s 248w', '1x 2m22s 308w']",CAYSCMtiay6OAaswGgUyXnR1ISIFAQQFBQEoAQ==,"['time', 'watts', 'cadence', 'heartrate', 'distance', 'altitude', 'latlng', 'velocity_smooth', 'temp', 'left_right_balance', 'left_pedal_smoothness', 'right_pedal_smoothness', 'left_torque_effectiveness', 'right_torque_effectiveness', 'torque', 'RearGear', 'NormalisedPower']",False,True,['power'],power,"[{'id': 'Z1', 'secs': 10049}, {'id': 'Z2', 'secs': 6357}, {'id': 'Z3', 'secs': 1829}, {'id': 'Z4', 'secs': 383}, {'id': 'Z5', 'secs': 323}, {'id': 'Z6', 'secs': 173}]","[6759, 8586, 3403, 367, 0]",,,,,POWER_HR_PACE,1.28,,,,1,32833,9003,"{'start_index': 12932, 'end_index': 12992, 'start_time': 15820, 'end_time': 15880, 'start_bpm': 177, 'end_bpm': 136, 'average_watts': None, 'hrr': 41}",,,1.2467552,64.0,53.0,,,,16.737083,1,,,16195135267,,,0.0,,WAHOO,,,1984.4739,1471.4,2626.2,217,175.0,,HRSS,,,,,,,,,,,,,,,,,,,,,5.3477616,186,2f883cb7,63.878326,1.3548387,0.9758065,,2.838814,121,1.3884298,228.72685
i102385716,2025-10-17T06:18:00,VirtualRide,False,217.0,18505.0,264,222.0,1980.0,226.0,False,,23652.324,709.5275,277,0,52,49.643303,43.99812,3.2186867e-07,0.00021114585,56.849964,76407229.0,263,565262,2749,2750,217,124,MyWhoosh - 05. Endurance Ascent,,2025-10-17T11:18:00Z,22330.98,22330.98,2750,16,114.200005,34.8,,True,,False,False,12.267,8.117,True,True,172.0,152.0,77.702545,565,,,,,,NONE,False,"{'id': 'b8915759', 'name': None, 'distance': None, 'primary': None}",,GARMIN EDGE_1030_PLUS,,,,,MyNewActivity-5.3.1.fit,0,fit,2701597,2025-10-17T12:04:02.621+00:00,2025-10-22T19:32:40.262+00:00,2025-10-22T19:32:40.262+00:00,17940,,,"[116, 142, 161, 180, 186]",,172,63,86.35,"[56, 76, 91, 106, 121, 999]",0,0,,85.15259,300,300,,False,False,False,,100.0,['2x 14m57s 235w'],CAYSCskDgQe4AYEHvAIaBTlZMlk6IgUCAwEDAigB,"['time', 'watts', 'cadence', 'heartrate', 'distance', 'altitude', 'latlng', 'velocity_smooth', 'torque', 'NormalisedPower']",False,False,['power'],power,"[{'id': 'Z1', 'secs': 444}, {'id': 'Z2', 'secs': 506}, {'id': 'Z3', 'secs': 1382}, {'id': 'Z4', 'secs': 419}, {'id': 'Z5', 'secs': 0}, {'id': 'Z6', 'secs': 0}]","[53, 591, 1051, 1056, 0]",,,,,POWER_HR_PACE,0.0,,False,,1,2,2,,,,1.1633661,4.0,78.0,,,,7.657366,1,,,,,,101.960785,,OAUTH_CLIENT,60.0,MyWhoosh,13.182551,-0.2,80.4,52,49.0,,HRSS,,,,,,,,,,,,,,,,,,,,,8.120357,186,2485527f,82.50951,1.4276316,1.3552631,,3.13517,206,1.053398,56.850174
i102241283,2025-10-16T06:17:11,Ride,False,198.0,18613.0,277,203.0,1800.0,208.0,False,,23652.324,709.5275,277,0,45,49.2814,43.805313,0.0030365274,0.15225895,54.09234,76407196.0,263,529983,2712,2829,205,126,02. Get In the Zone,,2025-10-16T11:17:11Z,24661.98,24661.98,2693,10,0.0,0.0,,,,False,False,10.54,9.114,True,True,177.0,143.0,76.379326,530,18.248798,16.0,20.0,,,NONE,False,"{'id': 'b11987797', 'name': None, 'distance': None, 'primary': None}",,WAHOO_FITNESS ELEMNT ACE,,,,,401939859,0,fit,2701597,2025-10-16T12:04:39.056+00:00,2025-10-16T20:15:02.656+00:00,2025-10-16T20:15:02.656+00:00,17940,,,"[116, 142, 161, 180, 186]",,172,55,86.15,"[56, 76, 91, 106, 121, 999]",0,0,,70.08368,300,300,,False,False,False,,100.0,"['3x 86s 257w', '1x 2m55s 230w']",CAYSD8sGWqkDVaoDVK0CrwGWAhoJRmFJYkliRFc+IgkCBAIEAgQCAwIoAQ==,"['time', 'watts', 'cadence', 'heartrate', 'distance', 'altitude', 'latlng', 'velocity_smooth', 'temp', 'torque', 'NormalisedPower']",False,True,['power'],power,"[{'id': 'Z1', 'secs': 326}, {'id': 'Z2', 'secs': 1375}, {'id': 'Z3', 'secs': 575}, {'id': 'Z4', 'secs': 417}, {'id': 'Z5', 'secs': 0}, {'id': 'Z6', 'secs': 0}]","[85, 1152, 1282, 187, 0]",,,,,POWER_HR_PACE,0.0,,False,,1,1449,446,,,,1.3509508,12.0,77.0,,,,6.5719733,1,,,16158931051,,,97.82609,,WAHOO,,,1632.3947,1632.0,1633.0,45,40.0,,HRSS,,,,,,,,,,,,,,,,,,,,,9.157809,186,9ef07158,77.94677,1.4335665,1.3636364,,3.5969715,195,1.051282,54.247635
i102058338,2025-10-15T06:14:43,VirtualRide,False,139.0,10563.0,172,141.0,2280.0,143.0,False,,23652.324,709.5275,277,0,22,49.938873,43.776527,0.0,0.0,35.281536,75548982.0,263,378092,2711,2712,142,110,MyWhoosh - AFLOJE Z1 60% Z2 40% 45 min,,2025-10-15T11:14:43Z,20959.63,20959.63,2712,3,25.6,31.4,,True,,False,False,10.553,7.726,True,True,136.0,120.0,79.95428,378,,,,,,NONE,False,"{'id': 'b11987797', 'name': None, 'distance': None, 'primary': None}",,GARMIN EDGE_1030_PLUS,,,,,MyNewActivity-5.3.1.fit,0,fit,2701597,2025-10-15T12:00:03.818+00:00,2025-10-15T12:00:03.950+00:00,2025-10-15T12:00:03.950+00:00,17940,,,"[116, 142, 161, 180, 186]",,172,52,87.65,"[56, 76, 91, 106, 121, 999]",0,0,,38.89269,300,300,,False,False,False,,100.0,,CAYSApkVGgE0IgEBKAE=,"['time', 'watts', 'cadence', 'heartrate', 'distance', 'altitude', 'latlng', 'velocity_smooth', 'torque', 'NormalisedPower']",False,True,['power'],power,"[{'id': 'Z1', 'secs': 1796}, {'id': 'Z2', 'secs': 917}, {'id': 'Z3', 'secs': 0}, {'id': 'Z4', 'secs': 0}, {'id': 'Z5', 'secs': 0}, {'id': 'Z6', 'secs': 0}]","[591, 2122, 0, 0, 0]",,,,,POWER_HR_PACE,0.0,,,,23,0,0,,,,1.2099935,26.0,77.0,,,,0.9144152,1,,,16148048317,,,100.0,,OAUTH_CLIENT,60.0,MyWhoosh,-0.53925544,-7.2,6.6,22,20.0,,HRSS,,,,,,,,,,,,,,,,,,,,,7.7284775,186,536f8789,53.992397,1.1833333,1.1583333,,2.8998363,139,1.0215827,35.281536
i101752674,2025-10-13T07:30:40,Ride,False,263.0,21924.0,539,269.0,1620.0,276.0,False,,23652.324,709.5275,277,0,167,62.55703,45.368687,2.153001,13.455384,193.54419,,263,1372784,8781,8852,218,388,Cycling,,2025-10-13T12:30:40Z,55360.55,55360.55,8751,1847,862.0,865.0,,,,False,False,14.51,6.314,True,True,181.0,130.0,67.979065,1366,10.598221,9.0,14.0,51.43726,,NONE,False,"{'id': 'b11987797', 'name': None, 'distance': None, 'primary': None}",,WAHOO_FITNESS ELEMNT ACE,FAVERO_ELECTRONICS 12,3055820267,GOOD,,401304940,0,fit,2701597,2025-10-13T15:59:19.423+00:00,2025-10-13T19:51:46.580+00:00,2025-10-13T19:51:46.580+00:00,17940,,,"[116, 142, 161, 180, 186]",,172,53,87.0,"[56, 76, 91, 106, 121, 999]",0,0,,164.23969,300,300,,False,False,False,,100.0,"['5x 33s 325w', '1x 54s 342w', '1x 4m17s 271w', '2x 3m6s 282w', '1x 2m14s 128w', '1x 90s 244w', '2x 97s 273w']",CAYSJJ8GJJALNtUFHU2BAhC4ARq7ARGGAcMLWh4YYBebASaaEyH9AhobIn87ggFkd2VnYWh3bmQwIlx7WGdbZ4EBLnUpIhkBBgIGBAUEBAQEBQUEAQEEBgMEBAQGAQUBKAE=,"['time', 'watts', 'cadence', 'heartrate', 'distance', 'altitude', 'latlng', 'velocity_smooth', 'temp', 'left_right_balance', 'left_pedal_smoothness', 'right_pedal_smoothness', 'left_torque_effectiveness', 'right_torque_effectiveness', 'torque', 'RearGear', 'NormalisedPower']",False,True,['power'],power,"[{'id': 'Z1', 'secs': 4065}, {'id': 'Z2', 'secs': 1061}, {'id': 'Z3', 'secs': 819}, {'id': 'Z4', 'secs': 1566}, {'id': 'Z5', 'secs': 815}, {'id': 'Z6', 'secs': 425}]","[2684, 3378, 2045, 642, 3]",,,,,POWER_HR_PACE,1.48,,True,,1,76729,26315,"{'start_index': 3878, 'end_index': 3938, 'start_time': 3891, 'end_time': 3951, 'start_bpm': 181, 'end_bpm': 136, 'average_watts': None, 'hrr': 45}",,,1.3224488,32.0,78.0,4.0,2.0,,15.964095,1,,,16128211849,,,0.0,,WAHOO,,,2206.367,2113.4,2522.4,167,96.0,,HRSS,,,,,,,,,,,,,,,,,,,0.0,,6.326197,186,93f55bbc,82.88973,1.676923,1.2,583.0,2.7918289,156,1.3974359,209.15257
i101450009,2025-10-11T07:32:20,Ride,False,271.0,23676.0,634,277.0,1560.0,286.0,False,,21070.0,710.23773,277,14,151,53.66182,43.460503,4.1663074,25.414728,248.49118,,263,1131415,7152,7153,231,354,Cycling,,2025-10-11T12:32:20Z,46060.07,46060.07,7032,1654,659.0,677.0,,,,False,False,14.518,6.444,True,True,186.0,140.0,68.90387,1127,13.256895,11.0,16.0,50.682865,,NONE,False,"{'id': 'b11987797', 'name': None, 'distance': None, 'primary': None}",,WAHOO_FITNESS ELEMNT ACE,FAVERO_ELECTRONICS 12,3055820267,,,400792767,0,fit,2701597,2025-10-11T14:34:09.751+00:00,2025-10-11T14:34:10.039+00:00,2025-10-11T14:34:10.039+00:00,17940,,,"[116, 142, 161, 180, 186]",,172,54,87.0,"[56, 76, 91, 106, 121, 999]",0,0,,170.72417,2520,3073,,False,False,False,,100.0,"['1x 55s 327w', '1x 12m48s 281w', '1x 84s 289w', '1x 4m45s 287w', '1x 1m52s 287w']",CAYSD4IUNwSABhVUIZ0CNHDkGBoLMXxnamVtXm1ubS8iCwEGBAUEBQQFBQUBKAE=,"['time', 'watts', 'cadence', 'heartrate', 'distance', 'altitude', 'latlng', 'velocity_smooth', 'temp', 'left_right_balance', 'left_pedal_smoothness', 'right_pedal_smoothness', 'left_torque_effectiveness', 'right_torque_effectiveness', 'torque', 'RearGear', 'NormalisedPower']",False,True,['power'],power,"[{'id': 'Z1', 'secs': 3164}, {'id': 'Z2', 'secs': 1004}, {'id': 'Z3', 'secs': 533}, {'id': 'Z4', 'secs': 913}, {'id': 'Z5', 'secs': 962}, {'id': 'Z6', 'secs': 456}]","[815, 3128, 1559, 1240, 290]",,,,,POWER_HR_PACE,1.76,"[{'id': 'ftp_up', 'type': 'FTP_UP', 'message': None, 'watts': 286, 'secs': 1560, 'value': None, 'distance': None, 'pace': None, 'point': {'start_index': 2540, 'end_index': 4100, 'secs': 1560, 'value': 286}}, {'id': 'ps0_60', 'type': 'BEST_POWER', 'message': None, 'watts': 458, 'secs': 60, 'value': None, 'distance': None, 'pace': None, 'point': {'start_index': 6235, 'end_index': 6295, 'secs': 60, 'value': 458}}, {'id': 'ps0_1200', 'type': 'BEST_POWER', 'message': None, 'watts': 288, 'secs': 1200, 'value': None, 'distance': None, 'pace': None, 'point': {'start_index': 2897, 'end_index': 4097, 'secs': 1200, 'value': 288}}]",,,1,92676,37890,"{'start_index': 4107, 'end_index': 4167, 'start_time': 4107, 'end_time': 4167, 'start_bpm': 186, 'end_bpm': 161, 'average_watts': None, 'hrr': 25}",,,1.7297298,1.0,78.0,6.0,2.0,,4.3851447,1,,,16106719647,,,0.0,,WAHOO,,,2210.7842,2117.6,2527.2,151,102.0,,HRSS,,,,,,,,,,,,,,,,,,,0.0,,6.550067,186,e4648ea6,87.8327,1.65,1.1285714,703.0,2.8518283,158,1.4620253,278.0722
